"file_name","nodc_sd2","year","description","ship_name","ship_shorthand","ship_code","basin_name","sub_basin_name"
"satl.1963.CF.27W.joa","B1963CFB.TXT",1963,"A section of 21 stations from 4.983 degrees South to 4.933 degrees North, along 27W. All have temperature, oxygen. Most have salinity. Some have phosphate. None have silicate, nitrate. ","Crawford","CF","31CF","Atlantic","North-Western"
"satl.1963.CF.30W.joa","B1963CFC.TXT",1963,"A section of 31 stations from 9.916 degrees South to 9.983 degrees North, along 30W. All have temperature, salinity, oxygen. Most have phosphate. None have silicate, nitrate. There are at least 19 full depth casts. ","Crawford","CF","31CF","Atlantic","North-Western"
"satl.1963.CF.33W.joa","B1963CFD.TXT",1963,"A section of 27 stations from 6.983 degrees South to 5 degrees North, along 33W. All have temperature, salinity, oxygen. Some have phosphate. None have silicate, nitrate. There are at least 3 full depth casts. ","Crawford","CF","31CF","Atlantic","North-Western"
"satl.1963.CF.35W.joa","B1963CFE.TXT",1963,"A section of 26 stations from 4.733 degrees South to 10.016 degrees North, along 35W. All have temperature, salinity, oxygen. Most have phosphate. None have silicate, nitrate. There are at least 12 full depth casts. ","Crawford","CF","31CF","Atlantic","North-Western"
"satl.1963.CF.40W.joa","B1963CFF.TXT",1963,"A section of 9 stations from 2.133 degrees South to 2 degrees North, along 40W. All have temperature, salinity, oxygen. None have phosphate, silicate, nitrate. There is at least 1 full depth cast. ","Crawford","CF","31CF","Atlantic","North-Western"
"satl.1963.CF.9S.joa","B1963CFG.TXT",1963,"A section of 16 stations along 9S, 34.55 degrees West to 25.266 degrees West. All have temperature, salinity. Most have oxygen, phosphate. None have silicate, nitrate. There are at least 10 full depth casts. ","Crawford","CF","31CF","Atlantic","North-Western"
"satl.1963.ET.27W.joa","B1963ETA.TXT",1963,"A section of 16 stations from 63.15 degrees South to 54.033 degrees South, along 27W. All have temperature, salinity. Most have oxygen. Some have phosphate, silicate. None have nitrate. There are at least 9 full depth casts. ","Eltanin","ET","31ET","Atlantic","Southern"
"satl.1963.ET.27W_23W.joa","B1963ETB.TXT",1963,"A section of 8 stations from 61.916 degrees South to 54.033 degrees South, 27.7 degrees West to 23.816 degrees West. All have temperature, salinity, oxygen. Most have phosphate, silicate. None have nitrate. There are at least 4 full depth casts. ","Eltanin","ET","31ET","Atlantic","Southern"
"satl.1963.ET.34W.joa","B1963ETC.TXT",1963,"A section of 14 stations from 58.666 degrees South to 46.833 degrees South, along 34W. All have temperature, salinity. Most have oxygen, phosphate, silicate. None have nitrate. There are at least 5 full depth casts. ","Eltanin","ET","31ET","Atlantic","Southern"
"satl.1963.ET.39W_36W.joa","B1963ETD.TXT",1963,"A section of 10 stations from 59.166 degrees South to 46.983 degrees South, 39.983 degrees West to 36.916 degrees West. All have temperature, salinity, oxygen, silicate. Most have phosphate. None have nitrate. There are at least 4 full depth casts. ","Eltanin","ET","31ET","Atlantic","Southern"
"satl.1963.ET.45W.joa","B1963ETE.TXT",1963,"A section of 12 stations from 66.483 degrees South to 53.083 degrees South, along 45W. All have temperature, salinity. Most have oxygen, silicate. Some have phosphate. None have nitrate. There are at least 8 full depth casts. ","Eltanin","ET","31ET","Atlantic","Southern"
"satl.1963.ET.48W.joa","B1963ETF.TXT",1963,"A section of 9 stations from 66.616 degrees South to 58.716 degrees South, along 48W. All have temperature, salinity, oxygen. Most have phosphate, silicate. None have nitrate. There are at least 7 full depth casts. ","Eltanin","ET","31ET","Atlantic","Southern"
"satl.1963.ET.59S.joa","B1963ETG.TXT",1963,"A section of 6 stations along 59S, 54.45 degrees West to 42.866 degrees West. All have temperature, salinity. Most have oxygen, silicate. Some have phosphate. None have nitrate. There are at least 3 full depth casts. ","Eltanin","ET","31ET","Atlantic","Southern"
"satl.1963.ET.65W_61W.joa","B1963ETH.TXT",1963,"A section of 5 stations from 61.166 degrees South to 55.8 degrees South, 65.233 degrees West to 61.816 degrees West. All have temperature, salinity, oxygen, silicate. Most have phosphate. None have nitrate. There is at least 1 full depth cast. ","Eltanin","ET","31ET","Atlantic",NULL
"satl.1963.ET.75W.joa","B1963ETI.TXT",1963,"A section of 10 stations from 65 degrees South to 56.4 degrees South, along 75W. All have temperature, salinity, oxygen, phosphate, silicate. None have nitrate. There are at least 7 full depth casts. ","Eltanin","ET","31ET","Atlantic","Southern"
"satl.1963.ET.79W.joa","B1963ETJ.TXT",1963,"A section of 12 stations from 64.9 degrees South to 55.1 degrees South, along 79W. All have temperature, salinity, oxygen. Most have silicate. None have phosphate, nitrate. There are at least 10 full depth casts. ","Eltanin","ET","31ET","Atlantic","Southern"
"satl.1963.EX.13W.joa","B1963EXA.TXT",1963,"A section of 38 stations from 15 degrees South to 7.146 degrees North, along 13W. All have temperature, salinity. Most have oxygen. Some have phosphate. None have silicate, nitrate. There are at least 6 full depth casts. ","Explorer",NULL,"31EX","Atlantic","North-Western"
"satl.1963.EX.14N.joa","B1963EXB.TXT",1963,"A section of 9 stations along 14N, 20.968 degrees West to 17.6 degrees West. All have temperature, salinity. Most have oxygen, phosphate. None have silicate, nitrate. There is at least 1 full depth cast. ","Explorer",NULL,"31EX","Atlantic","South-Eastern"
"satl.1963.EX.14W.joa","B1963EXC.TXT",1963,"A section of 40 stations from 14.996 degrees South to 7.193 degrees North, along 14W. All have temperature, salinity, oxygen. Most have phosphate. None have silicate, nitrate. There are at least 6 full depth casts. ","Explorer",NULL,"31EX","Atlantic","North-Western"
"satl.1963.EX.20W.joa","B1963EXD.TXT",1963,"A section of 5 stations from 9.078 degrees North to 13.873 degrees North, along 20W. All have temperature, salinity, oxygen. Some have phosphate. None have silicate, nitrate. There are at least 2 full depth casts. ","Explorer",NULL,"31EX","Atlantic","South-Eastern"
"satl.1963.EX.21W.joa","B1963EXE.TXT",1963,"A section of 5 stations from 8.4 degrees North to 13.826 degrees North, along 21W. All have temperature, salinity, oxygen, phosphate. None have silicate, nitrate. ","Explorer",NULL,"31EX","Atlantic","South-Eastern"
"satl.1963.EX.7N_9N.joa","B1963EXF.TXT",1963,"A section of 6 stations from 7.146 degrees North to 9.765 degrees North, 16.546 degrees West to 12.475 degrees West. All have temperature, salinity, oxygen. Most have phosphate. None have silicate, nitrate. There are at least 4 full depth casts. ","Explorer",NULL,"31EX","Atlantic","South-Eastern"
"satl.1963.EX.8N_10N.joa","B1963EXG.TXT",1963,"A section of 15 stations from 8.4 degrees North to 10.786 degrees North, 20.996 degrees West to 16.848 degrees West. All have temperature, salinity, oxygen. Most have phosphate. None have silicate, nitrate. There is at least 1 full depth cast. ","Explorer",NULL,"31EX","Atlantic","South-Eastern"
"satl.1963.GN.2W_11E.joa","B1963GNA.TXT",1963,"A section of 26 stations from 17 degrees South to .016 degrees North, 2 degrees West to 11.333 degrees East. All have temperature. Most have salinity, oxygen, phosphate. None have silicate, nitrate. There are at least 7 full depth casts. ","Geronimo","GN","31GN","Atlantic","North-Eastern"
"satl.1963.GN.4N.joa","B1963GNB.TXT",1963,"A section of 4 stations along 4N, 6.716 degrees West to 1.816 degrees West. All have temperature, salinity, oxygen, phosphate. None have silicate, nitrate. ","Geronimo","GN","31GN","Atlantic","South-Eastern"
"satl.1963.GN.5W_0E.joa","B1963GNC.TXT",1963,"A section of 29 stations from 14.866 degrees South to 5 degrees North, 5.3 degrees West to 0 degrees West. All have temperature, salinity, oxygen. Most have phosphate. None have silicate, nitrate. There is at least 1 full depth cast. ","Geronimo","GN","31GN","Atlantic","North-Eastern"
"satl.1963.GN.6S_4S.joa","B1963GND.TXT",1963,"A section of 6 stations from 6.05 degrees South to 4.4 degrees South, 7.633 degrees East to 12.383 degrees East. All have temperature, salinity, oxygen. Most have phosphate. None have silicate, nitrate. ","Geronimo","GN","31GN","Atlantic","North-Eastern"
"satl.1963.GN.8E_11E.joa","B1963GNE.TXT",1963,"A section of 10 stations from 4.483 degrees South to  degrees North, 8.483 degrees East to 11.116 degrees East. All have temperature, salinity, oxygen, phosphate. None have silicate, nitrate. All stations have full depth casts. ","Geronimo","GN","31GN","Atlantic","North-Eastern"
"satl.1963.JP.19W.joa","B1963JPA.TXT",1963,"A section of 37 stations from 14.016 degrees South to 14.483 degrees North, along 19W. All have temperature, salinity, oxygen. Most have phosphate. None have silicate, nitrate. There are at least 7 full depth casts. ","J. E. Pillsbury","JP","31JP","Atlantic","North-Western"
"satl.1964.ET.52W_47W.joa","B1964ETA.TXT",1964,"A section of 6 stations from 65.966 degrees South to 60.35 degrees South, 52.266 degrees West to 47.666 degrees West. All have temperature, salinity, oxygen, phosphate, silicate. None have nitrate. All stations have full depth casts. ","Eltanin","ET","31ET","Atlantic","Southern"
"satl.1964.ET.61S.joa","B1964ETB.TXT",1964,"A section of 9 stations along 61S, 41.283 degrees West to 28.633 degrees West. All have temperature, salinity, oxygen, phosphate, silicate. None have nitrate. There are at least 7 full depth casts. ","Eltanin","ET","31ET","Atlantic","Southern"
"satl.1964.ET.65S_58S.joa","B1964ETC.TXT",1964,"A section of 11 stations from 65.966 degrees South to 58.983 degrees South, 50.166 degrees West to 31.266 degrees West. All have temperature, salinity, oxygen, phosphate, silicate. None have nitrate. There are at least 7 full depth casts. ","Eltanin","ET","31ET","Atlantic","Southern"
"satl.1965.AN.25S.joa","B1965ANA.TXT",1965,"A section of 8 stations along 25S, 33.65 degrees East to 38.883 degrees East. All have temperature, salinity, oxygen. Most have silicate. Some have phosphate, nitrate. There are at least 6 full depth casts. ","Atlantis II 4/63-Present","AN","31AN","Atlantic",NULL
"satl.1965.CF.34W_32W.joa","B1965CFA.TXT",1965,"A section of 10 stations from 7.7 degrees South to 3.5 degrees South, 34.433 degrees West to 32.5 degrees West. All have temperature, salinity, oxygen. None have phosphate, silicate, nitrate. There is at least 1 full depth cast. ","Crawford","CF","31CF","Atlantic","North-Western"
"satl.1965.CF.35W.joa","B1965CFB.TXT",1965,"A section of 4 stations from 4.9 degrees South to 3.45 degrees South, along 35W. All have temperature, salinity, oxygen. None have phosphate, silicate, nitrate. There is at least 1 full depth cast. ","Crawford","CF","31CF","Atlantic","North-Western"
"satl.1965.CF.37W.joa","B1965CFC.TXT",1965,"A section of 8 stations from 3.45 degrees South to .033 degrees South, along 37W. All have temperature, salinity, oxygen. None have phosphate, silicate, nitrate. There are at least 2 full depth casts. ","Crawford","CF","31CF","Atlantic","North-Western"
"satl.1965.CF.3S.joa","B1965CFD.TXT",1965,"A section of 8 stations along 3S, 37.483 degrees West to 32.583 degrees West. All have temperature, salinity, oxygen. None have phosphate, silicate, nitrate. There is at least 1 full depth cast. ","Crawford","CF","31CF","Atlantic","North-Western"
"satl.1965.CF.40W.joa","B1965CFE.TXT",1965,"A section of 21 stations from 1.966 degrees South to 8.05 degrees North, along 40W. All have temperature, salinity, oxygen. None have phosphate, silicate, nitrate. There is at least 1 full depth cast. ","Crawford","CF","31CF","Atlantic","North-Western"
"satl.1965.CF.42W.joa","B1965CFF.TXT",1965,"A section of 14 stations from 1.933 degrees South to 5 degrees North, along 42W. All have temperature, salinity, oxygen. None have phosphate, silicate, nitrate. There is at least 1 full depth cast. ","Crawford","CF","31CF","Atlantic",NULL
"satl.1965.JP.8W.joa","B1965JPA.TXT",1965,"A section of 21 stations from 1.983 degrees South to 4.033 degrees North, along 8W. All have temperature, oxygen, phosphate. Most have salinity. None have silicate, nitrate. ","J. E. Pillsbury","JP","31JP","Atlantic","North-Eastern"
"satl.1965.MT.1S_0S.joa","B1965MTA.TXT",1965,"A section of 5 stations from 1.666 degrees South to .016 degrees South, 23.45 degrees West to 17.5 degrees West. All have temperature, salinity, oxygen. None have phosphate, silicate, nitrate. There are at least 3 full depth casts. ","Meteor Post-7/64","MT","06MT","Atlantic","North-Western"
"satl.1965.MT.23W.joa","B1965MTB.TXT",1965,"A section of 7 stations from 1.5 degrees South to 1.5 degrees North, along 23W. All have temperature, salinity, oxygen. None have phosphate, silicate, nitrate. ","Meteor Post-7/64","MT","06MT","Atlantic","North-Western"
"satl.1965.MT.27W.joa","B1965MTC.TXT",1965,"A section of 28 stations from 8.083 degrees South to 37.683 degrees North, along 27W. All have temperature, salinity. Some have oxygen. None have phosphate, silicate, nitrate. There are at least 7 full depth casts. ","Meteor Post-7/64","MT","06MT","Atlantic","North-Western"
"satl.1966.ET.39W.joa","B1966ETA.TXT",1966,"A section of 7 stations from 63.133 degrees South to 51.066 degrees South, along 39W. All have temperature, salinity, oxygen. Some have phosphate, silicate. None have nitrate. There are at least 4 full depth casts. ","Eltanin","ET","31ET","Atlantic","Southern"
"satl.1966.ET.53W_51W.joa","B1966ETB.TXT",1966,"A section of 6 stations from 58.916 degrees South to 52.283 degrees South, 53.933 degrees West to 51.8 degrees West. All have temperature, salinity, oxygen. Some have phosphate, silicate. None have nitrate. There are at least 5 full depth casts. ","Eltanin","ET","31ET","Atlantic","Southern"
"satl.1966.ET.55S_54S.joa","B1966ETC.TXT",1966,"A section of 4 stations from 55.883 degrees South to 54.866 degrees South, 54.566 degrees West to 51.8 degrees West. All have temperature, salinity, oxygen. Some have phosphate, silicate. None have nitrate. There are at least 2 full depth casts. ","Eltanin","ET","31ET","Atlantic","Central-Western"
"satl.1966.ET.59S.joa","B1966ETD.TXT",1966,"A section of 11 stations along 59S, 61.7 degrees West to 15.033 degrees West. All have temperature, salinity, oxygen. Some have phosphate, silicate. None have nitrate. There are at least 9 full depth casts. ","Eltanin","ET","31ET","Atlantic","Central-Western"
"satl.1966.ET.63S_55S.joa","B1966ETE.TXT",1966,"A section of 7 stations from 63.133 degrees South to 55.033 degrees South, 39.716 degrees West to 14.766 degrees West. All have temperature, salinity, oxygen. Some have phosphate, silicate. None have nitrate. There are at least 3 full depth casts. ","Eltanin","ET","31ET","Atlantic","Southern"
"satl.1967.AN.52W_29W.joa","B1967ANA.TXT",1967,"A section of 14 stations from 36.583 degrees South to 8.45 degrees South, 52.933 degrees West to 29.366 degrees West. All have temperature, salinity, oxygen, phosphate. None have silicate, nitrate. There are at least 3 full depth casts. ","Atlantis II 4/63-Present","AN","31AN","Atlantic","Central-Western"
"satl.1968.AN.23S_22S.joa","B1968ANA.TXT",1968,"A section of 5 stations from 23.95 degrees South to 22.966 degrees South, 11.416 degrees East to 14.3 degrees East. All have temperature, salinity, oxygen, phosphate, nitrate. Most have silicate. There are at least 3 full depth casts. ","Atlantis II 4/63-Present","AN","31AN","Atlantic","North-Eastern"
"satl.1968.AN.29S_28S.joa","B1968ANB.TXT",1968,"A section of 5 stations from 29.2 degrees South to 28.033 degrees South, 12.4 degrees East to 15.333 degrees East. All have temperature, salinity, oxygen, phosphate, silicate, nitrate. There are at least 2 full depth casts. ","Atlantis II 4/63-Present","AN","31AN","Atlantic","North-Eastern"
"satl.1968.AN.9S_37N.joa","B1968ANC.TXT",1968,"A section of 30 stations from 9.266 degrees South to 37.75 degrees North, 69.475 degrees West to 12.066 degrees East. All have temperature, salinity, oxygen, phosphate, nitrate. Most have silicate. There is at least 1 full depth cast. ","Atlantis II 4/63-Present","AN","31AN","Atlantic","Central-Western"
"satl.1968.AN.9S_7S.joa","B1968AND.TXT",1968,"A section of 5 stations from 9.566 degrees South to 7.1 degrees South, 5.05 degrees East to 12.683 degrees East. All have temperature, salinity, oxygen, phosphate, nitrate. Most have silicate. There is at least 1 full depth cast. ","Atlantis II 4/63-Present","AN","31AN","Atlantic","North-Eastern"
"satl.1968.AR.20S.joa","B1968ARA.TXT",1968,"A section of 4 stations along 20S, 12.466 degrees East to 13.03 degrees East. All have temperature, salinity, oxygen, phosphate, silicate, nitrate. There are at least 3 full depth casts. ","Argo","AR","31AR","Atlantic","North-Eastern"
"satl.1968.AR.22S.joa","B1968ARB.TXT",1968,"A section of 4 stations along 22S, 13.118 degrees East to 14.231 degrees East. All have temperature, salinity, oxygen, phosphate, silicate, nitrate. All stations have full depth casts. ","Argo","AR","31AR","Atlantic","North-Eastern"
"satl.1968.AR.24S.joa","B1968ARC.TXT",1968,"A section of 4 stations along 24S, 13.693 degrees East to 14.258 degrees East. All have temperature, salinity, oxygen, phosphate, silicate, nitrate. There are at least 3 full depth casts. ","Argo","AR","31AR","Atlantic","North-Eastern"
"satl.1968.AR.25S.joa","B1968ARD.TXT",1968,"A section of 5 stations along 25S, 13.308 degrees East to 14.626 degrees East. All have temperature, salinity, oxygen, phosphate, silicate, nitrate. There are at least 4 full depth casts. ","Argo","AR","31AR","Atlantic","North-Eastern"
"satl.1968.AR.6S.joa","B1968ARE.TXT",1968,"A section of 9 stations along 6S, 30.883 degrees West to 9.005 degrees East. All have temperature, salinity, oxygen. Most have phosphate, silicate, nitrate. There are at least 4 full depth casts. ","Argo","AR","31AR","Atlantic","North-Western"
"satl.1968.AR.9E.joa","B1968ARF.TXT",1968,"A section of 5 stations from 28.518 degrees South to 8.313 degrees South, along 9E. All have temperature, salinity, oxygen. Most have phosphate. Some have silicate, nitrate. There are at least 2 full depth casts. ","Argo","AR","31AR","Atlantic","North-Eastern"
"satl.1968.GL.44W_39W.joa","B1968GLA.TXT",1968,"A section of 9 stations from 74.843 degrees South to 67.525 degrees South, 44.213 degrees West to 39.081 degrees West. All have temperature, salinity, oxygen. Most have phosphate, silicate. Some have nitrate. There are at least 4 full depth casts. ","Glacier","GL","31GL","Atlantic","Southern"
"satl.1968.GL.48W_46W.joa","B1968GLB.TXT",1968,"A section of 9 stations from 74.931 degrees South to 67.366 degrees South, 48.675 degrees West to 46.003 degrees West. All have temperature, salinity, oxygen. Most have phosphate, silicate. Some have nitrate. There are at least 5 full depth casts. ","Glacier","GL","31GL","Atlantic","Southern"
"satl.1968.GL.67S.joa","B1968GLC.TXT",1968,"A section of 6 stations along 67S, 49.961 degrees West to 38.001 degrees West. All have temperature, salinity, oxygen. None have phosphate, silicate, nitrate. There are at least 3 full depth casts. ","Glacier","GL","31GL","Atlantic","Southern"
"satl.1968.GL.68S.joa","B1968GLD.TXT",1968,"A section of 6 stations along 68S, 49.35 degrees West to 40.075 degrees West. All have temperature, salinity. Most have oxygen. Some have phosphate, silicate. None have nitrate. There is at least 1 full depth cast. ","Glacier","GL","31GL","Atlantic","Southern"
"satl.1968.GL.69S.joa","B1968GLE.TXT",1968,"A section of 5 stations along 69S, 48.788 degrees West to 36.87 degrees West. All have temperature, salinity, oxygen. Some have phosphate, silicate. None have nitrate. There are at least 3 full depth casts. ","Glacier","GL","31GL","Atlantic","Southern"
"satl.1968.GL.70S.joa","B1968GLF.TXT",1968,"A section of 8 stations along 70S, 52.868 degrees West to 37.746 degrees West. All have temperature, salinity, oxygen. Most have phosphate, silicate, nitrate. There are at least 4 full depth casts. ","Glacier","GL","31GL","Atlantic","Southern"
"satl.1968.GL.72S_69S.joa","B1968GLG.TXT",1968,"A section of 5 stations from 72.766 degrees South to 69.486 degrees South, 42.758 degrees West to 36.87 degrees West. All have temperature, salinity, oxygen. Most have phosphate, silicate. Some have nitrate. There are at least 4 full depth casts. ","Glacier","GL","31GL","Atlantic","Southern"
"satl.1968.GL.75S.joa","B1968GLH.TXT",1968,"A section of 8 stations along 75S, 56.761 degrees West to 26.543 degrees West. All have temperature, salinity. Most have oxygen, phosphate, silicate, nitrate. There are at least 5 full depth casts. ","Glacier","GL","31GL","Atlantic","Southern"
"satl.1969.CC.44S.joa","B1969CCA.TXT",1969,"A section of 8 stations along 44S, 65.258 degrees West to 58.133 degrees West. All have temperature, salinity, oxygen, phosphate, silicate. None have nitrate. There are at least 6 full depth casts. ","Capitan Canepa","CC","08CC","Atlantic","Central-Western"
"satl.1969.CC.45S.joa","B1969CCB.TXT",1969,"A section of 11 stations along 45S, 67.098 degrees West to 58.23 degrees West. All have temperature, salinity, oxygen, phosphate, silicate. None have nitrate. There are at least 9 full depth casts. ","Capitan Canepa","CC","08CC","Atlantic","Central-Western"
"satl.1969.CC.46S.joa","B1969CCC.TXT",1969,"A section of 12 stations along 46S, 67.098 degrees West to 58.996 degrees West. All have temperature, salinity, oxygen, phosphate, silicate. None have nitrate. There are at least 8 full depth casts. ","Capitan Canepa","CC","08CC","Atlantic","Central-Western"
"satl.1969.CC.46S_2.joa","B1969CCD.TXT",1969,"A section of 11 stations from 46.381 degrees South to 46.131 degrees South, 67.121 degrees West to 59.163 degrees West. All have temperature, salinity, oxygen, phosphate, silicate. None have nitrate. There are at least 7 full depth casts. ","Capitan Canepa","CC","08CC","Atlantic","Central-Western"
"satl.1969.CC.46S_44S.joa","B1969CCE.TXT",1969,"A section of 4 stations from 46.133 degrees South to 44.745 degrees South, 67.121 degrees West to 65.258 degrees West. All have temperature, salinity, oxygen, phosphate, silicate. None have nitrate. All stations have full depth casts. ","Capitan Canepa","CC","08CC","Atlantic","Central-Western"
"satl.1969.CC.47S.joa","B1969CCF.TXT",1969,"A section of 8 stations along 47S, 65.6 degrees West to 60.288 degrees West. All have temperature, salinity, oxygen, phosphate, silicate. None have nitrate. There are at least 4 full depth casts. ","Capitan Canepa","CC","08CC","Atlantic","Central-Western"
"satl.1969.CC.47S_2.joa","B1969CCG.TXT",1969,"A section of 8 stations from 47.906 degrees South to 47.708 degrees South, 65.42 degrees West to 60.085 degrees West. All have temperature, salinity, oxygen, phosphate, silicate. None have nitrate. There are at least 4 full depth casts. ","Capitan Canepa","CC","08CC","Atlantic","Central-Western"
"satl.1969.CC.49S.joa","B1969CCH.TXT",1969,"A section of 11 stations along 49S, 67.25 degrees West to 59.64 degrees West. All have temperature, salinity, oxygen, phosphate, silicate. None have nitrate. There are at least 9 full depth casts. ","Capitan Canepa","CC","08CC","Atlantic","Central-Western"
"satl.1969.CC.49S_2.joa","B1969CCI.TXT",1969,"A section of 11 stations from 49.191 degrees South to 49.088 degrees South, 67.251 degrees West to 59.515 degrees West. All have temperature, salinity, oxygen, phosphate, silicate. None have nitrate. There are at least 8 full depth casts. ","Capitan Canepa","CC","08CC","Atlantic","Central-Western"
"satl.1969.CC.49S_47S.joa","B1969CCJ.TXT",1969,"A section of 5 stations from 49.133 degrees South to 47.766 degrees South, 67.25 degrees West to 65.6 degrees West. All have temperature, salinity, oxygen, phosphate, silicate. None have nitrate. All stations have full depth casts. ","Capitan Canepa","CC","08CC","Atlantic","Central-Western"
"satl.1969.CC.49S_47S_2.joa","B1969CCK.TXT",1969,"A section of 5 stations from 49.133 degrees South to 47.876 degrees South, 67.251 degrees West to 65.42 degrees West. All have temperature, salinity, oxygen, phosphate, silicate. None have nitrate. All stations have full depth casts. ","Capitan Canepa","CC","08CC","Atlantic","Central-Western"
"satl.1969.CC.50S.joa","B1969CCL.TXT",1969,"A section of 11 stations along 50S, 68.69 degrees West to 60.428 degrees West. All have temperature, salinity, oxygen, phosphate, silicate. None have nitrate. There are at least 6 full depth casts. ","Capitan Canepa","CC","08CC","Atlantic","Central-Western"
"satl.1969.CC.50S_2.joa","B1969CCM.TXT",1969,"A section of 10 stations from 50.75 degrees South to 50.683 degrees South, 68.491 degrees West to 60.218 degrees West. All have temperature, salinity, oxygen, phosphate, silicate. None have nitrate. There are at least 5 full depth casts. ","Capitan Canepa","CC","08CC","Atlantic","Central-Western"
"satl.1969.CC.52S.joa","B1969CCN.TXT",1969,"A section of 8 stations along 52S, 67.9 degrees West to 62.15 degrees West. All have temperature, salinity, oxygen, phosphate, silicate. None have nitrate. There are at least 6 full depth casts. ","Capitan Canepa","CC","08CC","Atlantic","Central-Western"
"satl.1969.CC.52S_2.joa","B1969CCO.TXT",1969,"A section of 8 stations from 52.266 degrees South to 52.1 degrees South, 67.898 degrees West to 62.216 degrees West. All have temperature, salinity, oxygen, phosphate, silicate. None have nitrate. There are at least 5 full depth casts. ","Capitan Canepa","CC","08CC","Atlantic","Central-Western"
"satl.1969.CC.60W_59W.joa","B1969CCP.TXT",1969,"A section of 5 stations from 50.7 degrees South to 49.151 degrees South, 60.428 degrees West to 59.64 degrees West. All have temperature, salinity, oxygen, phosphate, silicate. None have nitrate. There are at least 3 full depth casts. ","Capitan Canepa","CC","08CC","Atlantic","Central-Western"
"satl.1969.CC.60W_59W_2.joa","B1969CCQ.TXT",1969,"A section of 5 stations from 50.683 degrees South to 49.191 degrees South, 60.218 degrees West to 59.515 degrees West. All have temperature, salinity, oxygen, phosphate, silicate. None have nitrate. There are at least 3 full depth casts. ","Capitan Canepa","CC","08CC","Atlantic","Central-Western"
"satl.1969.CC.62W_58W.joa","B1969CCR.TXT",1969,"A section of 9 stations from 52.363 degrees South to 44.656 degrees South, 62.15 degrees West to 58.133 degrees West. All have temperature, salinity, oxygen, phosphate, silicate. None have nitrate. There are at least 4 full depth casts. ","Capitan Canepa","CC","08CC","Atlantic","Central-Western"
"satl.1969.CC.62W_61W.joa","B1969CCS.TXT",1969,"A section of 4 stations from 52.1 degrees South to 50.696 degrees South, 62.216 degrees West to 61.01 degrees West. All have temperature, salinity, oxygen, phosphate, silicate. None have nitrate. ","Capitan Canepa","CC","08CC","Atlantic",NULL
"satl.1969.CC.68W_67W.joa","B1969CCT.TXT",1969,"A section of 4 stations from 52.266 degrees South to 50.683 degrees South, 68.69 degrees West to 67.9 degrees West. All have temperature, salinity, oxygen, phosphate, silicate. None have nitrate. All stations have full depth casts. ","Capitan Canepa","CC","08CC","Atlantic","Central-Western"
"satl.1969.CC.68W_67W_2.joa","B1969CCU.TXT",1969,"A section of 4 stations from 52.266 degrees South to 50.713 degrees South, 68.72 degrees West to 67.898 degrees West. All have temperature, salinity, oxygen, phosphate, silicate. None have nitrate. There are at least 3 full depth casts. ","Capitan Canepa","CC","08CC","Atlantic","Central-Western"
"satl.1969.GL.77S_64S.joa","B1969GLA.TXT",1969,"A section of 22 stations from 77.903 degrees South to 64.843 degrees South, 45.221 degrees West to 30.148 degrees West. All have temperature, salinity, oxygen, phosphate, silicate, nitrate. There are at least 17 full depth casts. ","Glacier","GL","31GL","Atlantic","Southern"
"satl.1969.HU.30W.joa","B1969HUA.TXT",1969,"A section of 20 stations from 47.576 degrees South to .03 degrees North, along 30W. All have temperature, salinity, oxygen, silicate. Some have phosphate. None have nitrate. All stations have full depth casts. ","Hudson","HU","18HU","Atlantic","Central-Western"
"satl.1969.KN.30W_29W.joa","B1969KNA.TXT",1969,"A section of 4 stations from 61.5 degrees South to 59.5 degrees South, 30.433 degrees West to 29.033 degrees West. All have temperature, salinity, oxygen. Most have phosphate. None have silicate, nitrate. ","Akademik Knipovich",NULL,"90KN","Atlantic","Southern"
"satl.1969.KN.37W_31W.joa","B1969KNB.TXT",1969,"A section of 14 stations from 61.466 degrees South to 52.5 degrees South, 37.516 degrees West to 31.966 degrees West. All have temperature. Most have salinity, oxygen, phosphate. None have silicate, nitrate. There are at least 3 full depth casts. ","Akademik Knipovich",NULL,"90KN","Atlantic","Southern"
"satl.1969.KN.39W_33W.joa","B1969KNC.TXT",1969,"A section of 12 stations from 61.516 degrees South to 52.5 degrees South, 39.2 degrees West to 33.5 degrees West. All have temperature. Most have salinity, oxygen, phosphate. None have silicate, nitrate. There is at least 1 full depth cast. ","Akademik Knipovich",NULL,"90KN","Atlantic","Southern"
"satl.1969.KN.39W_37W.joa","B1969KND.TXT",1969,"A section of 4 stations from 60.333 degrees South to 58 degrees South, 39 degrees West to 37 degrees West. All have temperature, salinity, oxygen. Most have phosphate. None have silicate, nitrate. ","Akademik Knipovich",NULL,"90KN","Atlantic","Southern"
"satl.1969.KN.40W_38W.joa","B1969KNE.TXT",1969,"A section of 6 stations from 61.4 degrees South to 58.333 degrees South, 40.166 degrees West to 38.083 degrees West. All have temperature, salinity, oxygen. Most have phosphate. None have silicate, nitrate. ","Akademik Knipovich",NULL,"90KN","Atlantic","Southern"
