"file_name","nodc_sd2","year","description","ship_name","ship_shorthand","ship_code","basin_name","sub_basin_name"
"spac.1967.GL.172W.joa","S1967GLA.TXT",1967,"A section of 4 stations from 76.166 degrees South to 74.866 degrees South, along 172W. All have temperature, salinity. None have oxygen, phosphate, silicate, nitrate. There are at least 2 full depth casts. ","Glacier","GL","31GL","Pacific","Southern"
"spac.1967.GL.176E.joa","S1967GLC.TXT",1967,"A section of 6 stations from 75.383 degrees South to 70.933 degrees South, along 176E. All have temperature, salinity. None have oxygen, phosphate, silicate, nitrate. There is at least 1 full depth cast. ","Glacier","GL","31GL","Pacific","Southern"
"spac.1967.GL.176W.joa","S1967GLD.TXT",1967,"A section of 5 stations from 75.5 degrees South to 71.416 degrees South, along 176W. All have temperature, salinity. None have oxygen, phosphate, silicate, nitrate. There are at least 2 full depth casts. ","Glacier","GL","31GL","Pacific","Southern"
"spac.1967.GL.179W.joa","S1967GLE.TXT",1967,"A section of 6 stations from 76.033 degrees South to 70.891 degrees South, along 179W. All have temperature, salinity. None have oxygen, phosphate, silicate, nitrate. There are at least 4 full depth casts. ","Glacier","GL","31GL","Pacific","Southern"
"spac.1967.GL.180.joa","S1967GLF.TXT",1967,"A section of 4 stations from 75.433 degrees South to 71.4 degrees South, 179 degrees West to 179.216 degrees West. All have temperature, salinity. None have oxygen, phosphate, silicate, nitrate. There are at least 2 full depth casts. ","Glacier","GL","31GL","Pacific","Southern"
"spac.1967.JD.104W.joa","S1967JDA.TXT",1967,"A section of 5 stations from 3.358 degrees South to .533 degrees South, along 104W. All have temperature, salinity, oxygen, phosphate, silicate, nitrate. ","David Starr Jordan","JD","31JD","Pacific","Eastern"
"spac.1967.JD.105W.joa","S1967JDB.TXT",1967,"A section of 31 stations from 20 degrees South to .566 degrees South, along 105W. All have temperature, salinity, oxygen, phosphate, silicate. Most have nitrate. ","David Starr Jordan","JD","31JD","Pacific","Eastern"
"spac.1967.JD.111W.joa","S1967JDC.TXT",1967,"A section of 6 stations from 2.908 degrees South to .191 degrees South, along 111W. All have temperature, salinity, oxygen, phosphate, silicate, nitrate. ","David Starr Jordan","JD","31JD","Pacific","Central"
"spac.1967.JD.112W.joa","S1967JDD.TXT",1967,"A section of 16 stations from 9.333 degrees South to .333 degrees South, along 112W. All have temperature, salinity, oxygen, phosphate, silicate, nitrate. ","David Starr Jordan","JD","31JD","Pacific","Central"
"spac.1967.JD.118W.joa","S1967JDE.TXT",1967,"A section of 5 stations from 2.98 degrees South to .483 degrees South, along 118W. All have temperature, salinity, oxygen, phosphate, silicate, nitrate. ","David Starr Jordan","JD","31JD","Pacific","Central"
"spac.1967.JD.98W.joa","S1967JDF.TXT",1967,"A section of 5 stations from 2.933 degrees South to .25 degrees South, along 98W. All have temperature, salinity, oxygen, phosphate, silicate, nitrate. ","David Starr Jordan","JD","31JD","Pacific","Eastern"
"spac.1967.JP.103W.joa","S1967JPA.TXT",1967,"A section of 8 stations from 2 degrees South to .25 degrees South, along 103W. All have temperature, salinity, oxygen. None have phosphate, silicate, nitrate. ","J. E. Pillsbury","JP","31JP","Pacific","Eastern"
"spac.1967.RC.10-9S.joa","S1967RCA.TXT",1967,"A section of 11 stations from 10.15 degrees South to 9.366 degrees South, 82.15 degrees West to 79.65 degrees West. All have temperature, salinity. Some have oxygen, phosphate, silicate, nitrate. There is at least 1 full depth cast. ","Rockaway","RC","31RC","Pacific","Eastern"
"spac.1967.RC.15-12S.joa","S1967RCB.TXT",1967,"A section of 26 stations from 14.946 degrees South to 12.2 degrees South, 85 degrees West to 77.65 degrees West. All have temperature, salinity. Some have oxygen, phosphate, silicate, nitrate. There is at least 1 full depth cast. ","Rockaway","RC","31RC","Pacific","Eastern"
"spac.1967.RC.15S.joa","S1967RCC.TXT",1967,"A section of 22 stations along 15S, 95.023 degrees West to 87.983 degrees West. All have temperature, salinity. Some have oxygen, phosphate, silicate, nitrate. ","Rockaway","RC","31RC","Pacific","Eastern"
"spac.1967.RC.20S.joa","S1967RCD.TXT",1967,"A section of 8 stations along 20S, 98 degrees West to 92.083 degrees West. All have temperature, salinity, oxygen, phosphate, silicate. None have nitrate. ","Rockaway","RC","31RC","Pacific","Eastern"
"spac.1967.RC.77-80W.joa","S1967RCE.TXT",1967,"A section of 14 stations from 12.216 degrees South to 9.366 degrees South, 79.65 degrees West to 77.65 degrees West. All have temperature, salinity. Some have oxygen, phosphate, silicate, nitrate. There is at least 1 full depth cast. ","Rockaway","RC","31RC","Pacific","Eastern"
"spac.1967.RC.82W.joa","S1967RCF.TXT",1967,"A section of 39 stations from 10.15 degrees South to .366 degrees South, along 82W. All have temperature, salinity. Some have oxygen, phosphate, silicate, nitrate. There is at least 1 full depth cast. ","Rockaway","RC","31RC","Pacific","Eastern"
"spac.1967.RC.85W.joa","S1967RCG.TXT",1967,"A section of 51 stations from 14.946 degrees South to .05 degrees South, along 85W. All have temperature, salinity. Some have oxygen, phosphate, silicate, nitrate. There are at least 2 full depth casts. ","Rockaway","RC","31RC","Pacific","Eastern"
"spac.1967.RC.88W.joa","S1967RCH.TXT",1967,"A section of 44 stations from 14.783 degrees South to .225 degrees South, along 88W. All have temperature, salinity. Some have oxygen, phosphate, silicate, nitrate. There is at least 1 full depth cast. ","Rockaway","RC","31RC","Pacific",NULL
"spac.1967.RC.92W.joa","S1967RCI.TXT",1967,"A section of 29 stations from 19.866 degrees South to .308 degrees South, along 92W. All have temperature, salinity, oxygen, phosphate. Some have silicate. None have nitrate. There are at least 2 full depth casts. ","Rockaway","RC","31RC","Pacific","Eastern"
"spac.1967.RC.95W.joa","S1967RCJ.TXT",1967,"A section of 45 stations from 14.966 degrees South to .075 degrees South, along 95W. All have temperature, salinity. Some have oxygen, phosphate, silicate, nitrate. There are at least 2 full depth casts. ","Rockaway","RC","31RC","Pacific","Eastern"
"spac.1967.RC.98W.joa","S1967RCK.TXT",1967,"A section of 29 stations from 19.933 degrees South to .366 degrees South, along 98W. All have temperature, salinity, oxygen, phosphate. Most have silicate, nitrate. ","Rockaway","RC","31RC","Pacific","Eastern"
"spac.1967.SI.70-71S.joa","S1967SIA.TXT",1967,"A section of 5 stations from 75.911 degrees South to 74.783 degrees South, 167.433 degrees East to 177.45 degrees East. All have temperature, salinity. None have oxygen, phosphate, silicate, nitrate. There is at least 1 full depth cast. ","Staten Island","SI","31SI","Pacific","Southern"
"spac.1967.SI.71-72S.joa","S1967SIB.TXT",1967,"A section of 4 stations from 76.533 degrees South to 75.908 degrees South, 164.966 degrees East to 170.433 degrees East. All have temperature, salinity. None have oxygen, phosphate, silicate, nitrate. ","Staten Island","SI","31SI","Pacific","Southern"
"spac.1967.SI.72S.joa","S1967SIC.TXT",1967,"A section of 3 stations along 72S, 171.95 degrees East to 176 degrees East. All have temperature, salinity. None have oxygen, phosphate, silicate, nitrate. ","Staten Island","SI","31SI","Pacific","Southern"
"spac.1967.SI.74S.joa","S1967SID.TXT",1967,"A section of 4 stations along 74S, 171.3 degrees East to 176.65 degrees East. All have temperature, salinity. None have oxygen, phosphate, silicate, nitrate. ","Staten Island","SI","31SI","Pacific","Southern"
"spac.1968.AX.169-167W.joa","S1968AXA.TXT",1968,"A section of 5 stations from 10.483 degrees South to 6.833 degrees South, 169.45 degrees West to 167.825 degrees West. All have temperature, salinity, oxygen, phosphate, silicate, nitrate. There are at least 4 full depth casts. ","A. Agassiz","AX","31AX","Pacific","Western"
"spac.1968.AX.171-174W.joa","S1968AXB.TXT",1968,"A section of 8 stations from 12.666 degrees South to 7.633 degrees South, 172.816 degrees West to 169.883 degrees West. All have temperature, salinity, oxygen, phosphate, silicate, nitrate. There are at least 7 full depth casts. ","A. Agassiz","AX","31AX","Pacific","Western"
"spac.1968.AX.172-163W.joa","S1968AXC.TXT",1968,"A section of 10 stations from 15.375 degrees South to 7.108 degrees South, 170.933 degrees West to 162.091 degrees West. All have temperature, oxygen, nitrate. Most have salinity, phosphate, silicate. There are at least 8 full depth casts. ","A. Agassiz","AX","31AX","Pacific","Western"
"spac.1968.AX.174W.joa","S1968AXD.TXT",1968,"A section of 5 stations from 14.5 degrees South to 9.141 degrees South, along 174W. All have temperature, salinity, oxygen, phosphate, silicate, nitrate. All stations have full depth casts. ","A. Agassiz","AX","31AX","Pacific","Western"
"spac.1968.BI.14-16S.joa","S1968BIA.TXT",1968,"A section of 10 stations from 15.966 degrees South to 13.016 degrees South, 172.96 degrees West to 156.07 degrees West. All have temperature, salinity, oxygen. None have phosphate, silicate, nitrate. There are at least 3 full depth casts. ","Burton Island","BI","31BI","Pacific","Central"
"spac.1968.BI.14-16S.joa","S1968BIA.TXT",1968,"A section of 10 stations from 15.966 degrees South to 13.016 degrees South, 172.96 degrees West to 156.07 degrees West. All have temperature, salinity, oxygen. None have phosphate, silicate, nitrate. There are at least 3 full depth casts. ","Burton Island","BI","31BI","Pacific","Western"
"spac.1968.BI.159E.joa","S1968BIB.TXT",1968,"A section of 4 stations from 64.025 degrees South to 56.786 degrees South, along 159E. All have temperature, salinity. None have oxygen, phosphate, silicate, nitrate. There is at least 1 full depth cast. ","Burton Island","BI","31BI","Pacific","Southern"
"spac.1968.BI.165-170E.joa","S1968BIC.TXT",1968,"A section of 6 stations from 76.533 degrees South to 75.933 degrees South, 165.1 degrees East to 170.466 degrees East. All have temperature, salinity. None have oxygen, phosphate, silicate, nitrate. There are at least 3 full depth casts. ","Burton Island","BI","31BI","Pacific","Southern"
"spac.1968.BI.174-159W.joa","S1968BID.TXT",1968,"A section of 5 stations from 35.015 degrees South to 14.318 degrees South, 173.95 degrees West to 158.94 degrees West. All have temperature, salinity, oxygen. None have phosphate, silicate, nitrate. ","Burton Island","BI","31BI","Pacific","Central"
"spac.1968.BI.174-159W.joa","S1968BID.TXT",1968,"A section of 5 stations from 35.015 degrees South to 14.318 degrees South, 173.95 degrees West to 158.94 degrees West. All have temperature, salinity, oxygen. None have phosphate, silicate, nitrate. ","Burton Island","BI","31BI","Pacific","Western"
"spac.1968.BI.174E.joa","S1968BIE.TXT",1968,"A section of 6 stations from 75.416 degrees South to 74.833 degrees South, along 174E. All have temperature, salinity. None have oxygen, phosphate, silicate, nitrate. ","Burton Island","BI","31BI","Pacific","Southern"
"spac.1968.BI.180-162W.joa","S1968BIF.TXT",1968,"A section of 10 stations from 35.07 degrees South to 19.95 degrees South, 179.341 degrees West to 162.045 degrees West. All have temperature, salinity, oxygen. None have phosphate, silicate, nitrate. ","Burton Island","BI","31BI","Pacific","Western"
"spac.1968.BI.74S.joa","S1968BIG.TXT",1968,"A section of 5 stations along 74S, 171.5 degrees East to 176.75 degrees East. All have temperature, salinity. None have oxygen, phosphate, silicate, nitrate. There are at least 3 full depth casts. ","Burton Island","BI","31BI","Pacific","Southern"
"spac.1968.ET.117E.joa","S1968ETA.TXT",1968,"A section of 9 stations from 58.745 degrees South to 39.138 degrees South, along 117E. All have temperature, salinity, oxygen. Most have phosphate, silicate. None have nitrate. There are at least 2 full depth casts. ","Eltanin","ET","31ET","Pacific","Western"
"spac.1968.ET.117E.joa","S1968ETA.TXT",1968,"A section of 9 stations from 58.745 degrees South to 39.138 degrees South, along 117E. All have temperature, salinity, oxygen. Most have phosphate, silicate. None have nitrate. There are at least 2 full depth casts. ","Eltanin","ET","31ET","Pacific","Southern"
"spac.1968.ET.120-138W.joa","S1968ETB.TXT",1968,"A section of 6 stations from 70.085 degrees South to 67.115 degrees South, 136.755 degrees West to 119.851 degrees West. All have temperature, salinity. Most have oxygen. None have phosphate, silicate, nitrate. There are at least 3 full depth casts. ","Eltanin","ET","31ET","Pacific","Southern"
"spac.1968.ET.120W.joa","S1968ETB.TXT",1968,"A section of 6 stations from 70.085 degrees South to 67.115 degrees South, along 120W. All have temperature, salinity. Most have oxygen. None have phosphate, silicate, nitrate. There are at least 3 full depth casts. ","Eltanin","ET","31ET","Pacific","Southern"
"spac.1968.ET.127-132E.joa","S1968ETD.TXT",1968,"A section of 9 stations from 59.988 degrees South to 46.121 degrees South, 127.898 degrees East to 132.545 degrees East. All have temperature, salinity, oxygen. Most have silicate. Some have phosphate. None have nitrate. There are at least 2 full depth casts. ","Eltanin","ET","31ET","Pacific","Western"
"spac.1968.ET.127-132E.joa","S1968ETD.TXT",1968,"A section of 9 stations from 59.988 degrees South to 46.121 degrees South, 127.898 degrees East to 132.545 degrees East. All have temperature, salinity, oxygen. Most have silicate. Some have phosphate. None have nitrate. There are at least 2 full depth casts. ","Eltanin","ET","31ET","Pacific","Southern"
"spac.1968.ET.127E.joa","S1968ETE.TXT",1968,"A section of 11 stations from 59.988 degrees South to 38.166 degrees South, along 127E. All have temperature, salinity, oxygen. Some have phosphate, silicate. None have nitrate. There are at least 5 full depth casts. ","Eltanin","ET","31ET","Pacific","Western"
"spac.1968.ET.127E.joa","S1968ETE.TXT",1968,"A section of 11 stations from 59.988 degrees South to 38.166 degrees South, along 127E. All have temperature, salinity, oxygen. Some have phosphate, silicate. None have nitrate. There are at least 5 full depth casts. ","Eltanin","ET","31ET","Pacific","Southern"
"spac.1968.ET.128E.joa","S1968ETF.TXT",1968,"A section of 11 stations from 59.988 degrees South to 38.166 degrees South, along 128E. All have temperature, salinity, oxygen. Some have phosphate, silicate. None have nitrate. There are at least 5 full depth casts. ","Eltanin","ET","31ET","Pacific","Western"
"spac.1968.ET.128E.joa","S1968ETF.TXT",1968,"A section of 11 stations from 59.988 degrees South to 38.166 degrees South, along 128E. All have temperature, salinity, oxygen. Some have phosphate, silicate. None have nitrate. There are at least 5 full depth casts. ","Eltanin","ET","31ET","Pacific","Southern"
"spac.1968.ET.140E.joa","S1968ETH.TXT",1968,"A section of 17 stations from 61.668 degrees South to 43.366 degrees South, along 140E. All have temperature, salinity, oxygen, silicate. Some have phosphate. None have nitrate. There are at least 5 full depth casts. ","Eltanin","ET","31ET","Pacific","Western"
"spac.1968.ET.140E.joa","S1968ETH.TXT",1968,"A section of 17 stations from 61.668 degrees South to 43.366 degrees South, along 140E. All have temperature, salinity, oxygen, silicate. Some have phosphate. None have nitrate. There are at least 5 full depth casts. ","Eltanin","ET","31ET","Pacific","Southern"
"spac.1968.ET.150E.joa","S1968ETI.TXT",1968,"A section of 17 stations from 61.71 degrees South to 43.948 degrees South, along 150E. All have temperature, salinity, oxygen, phosphate, silicate. None have nitrate. There are at least 3 full depth casts. ","Eltanin","ET","31ET","Pacific","Western"
"spac.1968.ET.150E.joa","S1968ETI.TXT",1968,"A section of 17 stations from 61.71 degrees South to 43.948 degrees South, along 150E. All have temperature, salinity, oxygen, phosphate, silicate. None have nitrate. There are at least 3 full depth casts. ","Eltanin","ET","31ET","Pacific","Southern"
"spac.1968.ET.155E.joa","S1968ETJ.TXT",1968,"A section of 11 stations from 60.003 degrees South to 46.041 degrees South, along 155E. All have temperature, salinity, oxygen, phosphate, silicate. None have nitrate. There is at least 1 full depth cast. ","Eltanin","ET","31ET","Pacific","Western"
"spac.1968.ET.155E.joa","S1968ETJ.TXT",1968,"A section of 11 stations from 60.003 degrees South to 46.041 degrees South, along 155E. All have temperature, salinity, oxygen, phosphate, silicate. None have nitrate. There is at least 1 full depth cast. ","Eltanin","ET","31ET","Pacific","Southern"
"spac.1968.ET.157-167E.joa","S1968ETK.TXT",1968,"A section of 15 stations from 60.393 degrees South to 50.043 degrees South, 157.525 degrees East to 168.055 degrees East. All have temperature, salinity, oxygen, silicate. Most have phosphate. None have nitrate. There are at least 5 full depth casts. ","Eltanin","ET","31ET","Pacific","Western"
"spac.1968.ET.157-167E.joa","S1968ETK.TXT",1968,"A section of 15 stations from 60.393 degrees South to 50.043 degrees South, 157.525 degrees East to 168.055 degrees East. All have temperature, salinity, oxygen, silicate. Most have phosphate. None have nitrate. There are at least 5 full depth casts. ","Eltanin","ET","31ET","Pacific","Southern"
"spac.1968.ET.174E.joa","S1968ETL.TXT",1968,"A section of 8 stations from 75.988 degrees South to 71.011 degrees South, along 174E. All have temperature, salinity. Most have oxygen. None have phosphate, silicate, nitrate. There are at least 6 full depth casts. ","Eltanin","ET","31ET","Pacific","Southern"
"spac.1968.ET.176W.joa","S1968ETM.TXT",1968,"A section of 11 stations from 77.661 degrees South to 73.316 degrees South, along 176W. All have temperature, salinity. Most have oxygen. None have phosphate, silicate, nitrate. There are at least 6 full depth casts. ","Eltanin","ET","31ET","Pacific","Southern"
"spac.1968.ET.177E.joa","S1968ETN.TXT",1968,"A section of 18 stations from 65.191 degrees South to 59.883 degrees South, along 177E. All have temperature, salinity, oxygen. None have phosphate, silicate, nitrate. There are at least 5 full depth casts. ","Eltanin","ET","31ET","Pacific","Southern"
"spac.1968.ET.78S.joa","S1968ETO.TXT",1968,"A section of 11 stations along 78S, 168.698 degrees East to 164.456 degrees West. All have temperature, salinity, oxygen. None have phosphate, silicate, nitrate. There are at least 5 full depth casts. ","Eltanin","ET","31ET","Pacific","Southern"
"spac.1968.JD.105W.joa","S1968JDA.TXT",1968,"A section of 26 stations from 19.658 degrees South to .516 degrees South, along 105W. All have temperature, salinity, oxygen, phosphate, nitrate. Most have silicate. ","David Starr Jordan","JD","31JD","Pacific","Eastern"
"spac.1968.JD.112W.joa","S1968JDB.TXT",1968,"A section of 13 stations from 8.516 degrees South to .883 degrees South, along 112W. All have temperature, salinity, oxygen, nitrate. Most have phosphate, silicate. ","David Starr Jordan","JD","31JD","Pacific","Central"
"spac.1968.RC.79-82W.joa","S1968RCA.TXT",1968,"A section of 38 stations from 9.95 degrees South to .083 degrees South, 82.166 degrees West to 78.966 degrees West. All have temperature. Most have salinity. Some have oxygen, phosphate, silicate, nitrate. There are at least 2 full depth casts. ","Rockaway","RC","31RC","Pacific","Eastern"
"spac.1968.RC.89W.joa","S1968RCB.TXT",1968,"A section of 27 stations from 15 degrees South to .333 degrees South, along 89W. All have temperature, salinity. Most have oxygen, phosphate, silicate, nitrate. ","Rockaway","RC","31RC","Pacific","Eastern"
"spac.1968.RC.95W.joa","S1968RCC.TXT",1968,"A section of 18 stations from 15 degrees South to .066 degrees South, along 95W. All have temperature, salinity, oxygen. Most have phosphate, silicate, nitrate. ","Rockaway","RC","31RC","Pacific","Eastern"
"spac.1968.RC.LW.joa","S1968RCD.TXT",1968,"A section of 52 stations from 14.983 degrees South to .066 degrees South, along LW. All have temperature, salinity. Most have oxygen, phosphate, silicate, nitrate. There is at least 1 full depth cast. ","Rockaway","RC","31RC","Pacific","Eastern"
"spac.1968.V5.2S.joa","S1968V5A.TXT",1968,"A section of 8 stations along 2S, 93.883 degrees West to 80.716 degrees West. All have temperature, salinity, oxygen. Most have phosphate, nitrate. None have silicate. There is at least 1 full depth cast. ","Te Vega","V5","31V5","Pacific","Eastern"
"spac.1968.WT.112W.joa","S1968WTA.TXT",1968,"A section of 19 stations from 20 degrees South to 7.85 degrees South, along 112W. All have temperature, salinity, oxygen, phosphate, nitrate. Most have silicate. ","T. Washington","WT","31WT","Pacific","Central"
"spac.1968.WT.118W.joa","S1968WTB.TXT",1968,"A section of 29 stations from 20.016 degrees South to .866 degrees South, along 118W. All have temperature, salinity, oxygen, phosphate, nitrate. Most have silicate. ","T. Washington","WT","31WT","Pacific","Central"
"spac.1968.WT.97W.joa","S1968WTC.TXT",1968,"A section of 16 stations from 10 degrees South to .166 degrees South, along 97W. All have temperature, salinity, oxygen, phosphate, silicate, nitrate. ","T. Washington","WT","31WT","Pacific","Eastern"
"spac.1969.AR.155W.joa","S1969ARA.TXT",1969,"A section of 25 stations from 25.316 degrees South to 1.033 degrees South, along 155W. All have temperature, salinity. Some have oxygen, phosphate, silicate, nitrate. ","Argo","AR","31AR","Pacific","Central"
"spac.1969.BI.165-170E.joa","S1969BIA.TXT",1969,"A section of 6 stations from 76.566 degrees South to 75.916 degrees South, 165 degrees East to 170.25 degrees East. All have temperature, salinity. None have oxygen, phosphate, silicate, nitrate. There is at least 1 full depth cast. ","Burton Island","BI","31BI","Pacific","Southern"
"spac.1969.BI.73S.joa","S1969BIB.TXT",1969,"A section of 5 stations along 73S, 171.333 degrees East to 176.75 degrees East. All have temperature, salinity. None have oxygen, phosphate, silicate, nitrate. There are at least 4 full depth casts. ","Burton Island","BI","31BI","Pacific","Southern"
"spac.1969.BI.76S.joa","S1969BIC.TXT",1969,"A section of 5 stations along 76S, 169.416 degrees East to 172.75 degrees East. All have temperature, salinity. None have oxygen, phosphate, silicate, nitrate. There are at least 3 full depth casts. ","Burton Island","BI","31BI","Pacific","Southern"
"spac.1969.CD.115-175E.joa","S1969CDA.TXT",1969,"A section of 8 stations from 26.166 degrees South to 10.216 degrees South, 115.77 degrees East to 174.583 degrees East. All have temperature, salinity. None have oxygen, phosphate, silicate, nitrate. There are at least 4 full depth casts. ","C. H. Davis","CD","31CD","Pacific","Western"
"spac.1969.ET.125-140E.joa","S1969ETA.TXT",1969,"A section of 6 stations from 66.236 degrees South to 56.073 degrees South, 124.925 degrees East to 139.783 degrees East. All have temperature, salinity, oxygen, phosphate. None have silicate, nitrate. There are at least 5 full depth casts. ","Eltanin","ET","31ET","Pacific","Southern"
"spac.1969.ET.126E.joa","S1969ETB.TXT",1969,"A section of 5 stations from 57.805 degrees South to 40 degrees South, along 126E. All have temperature, salinity. Most have oxygen. None have phosphate, silicate, nitrate. ","Eltanin","ET","31ET","Pacific","Western"
"spac.1969.ET.126E.joa","S1969ETB.TXT",1969,"A section of 5 stations from 57.805 degrees South to 40 degrees South, along 126E. All have temperature, salinity. Most have oxygen. None have phosphate, silicate, nitrate. ","Eltanin","ET","31ET","Pacific","Southern"
"spac.1969.ET.134E.joa","S1969ETC.TXT",1969,"A section of 6 stations from 57.581 degrees South to 45.166 degrees South, along 134E. All have temperature, salinity. Most have oxygen. None have phosphate, silicate, nitrate. There are at least 4 full depth casts. ","Eltanin","ET","31ET","Pacific","Western"
"spac.1969.ET.134E.joa","S1969ETC.TXT",1969,"A section of 6 stations from 57.581 degrees South to 45.166 degrees South, along 134E. All have temperature, salinity. Most have oxygen. None have phosphate, silicate, nitrate. There are at least 4 full depth casts. ","Eltanin","ET","31ET","Pacific","Southern"
"spac.1969.ET.150E.joa","S1969ETD.TXT",1969,"A section of 13 stations from 64.3 degrees South to 53.666 degrees South, along 150E. All have temperature, salinity, oxygen. Some have phosphate, silicate. None have nitrate. There is at least 1 full depth cast. ","Eltanin","ET","31ET","Pacific","Southern"
"spac.1969.ET.174E.joa","S1969ETE.TXT",1969,"A section of 12 stations from 34.983 degrees South to 22.23 degrees South, along 174E. All have temperature, salinity. None have oxygen, phosphate, silicate, nitrate. There are at least 10 full depth casts. ","Eltanin","ET","31ET","Pacific","Western"
"spac.1969.ET.177-160W.joa","S1969ETF.TXT",1969,"A section of 16 stations from 43.263 degrees South to 35.226 degrees South, 176.963 degrees West to 159.951 degrees West. All have temperature, salinity. None have oxygen, phosphate, silicate, nitrate. There are at least 11 full depth casts. ","Eltanin","ET","31ET","Pacific","Central"
"spac.1969.ET.177-160W.joa","S1969ETF.TXT",1969,"A section of 16 stations from 43.263 degrees South to 35.226 degrees South, 176.963 degrees West to 159.951 degrees West. All have temperature, salinity. None have oxygen, phosphate, silicate, nitrate. There are at least 11 full depth casts. ","Eltanin","ET","31ET","Pacific","Western"
"spac.1969.ET.22S.joa","S1969ETG.TXT",1969,"A section of 26 stations along 22S, 175.5 degrees West to 159.333 degrees West. All have temperature, salinity. None have oxygen, phosphate, silicate, nitrate. There are at least 21 full depth casts. ","Eltanin","ET","31ET","Pacific","Central"
"spac.1969.ET.22S.joa","S1969ETG.TXT",1969,"A section of 26 stations along 22S, 175.5 degrees West to 159.333 degrees West. All have temperature, salinity. None have oxygen, phosphate, silicate, nitrate. There are at least 21 full depth casts. ","Eltanin","ET","31ET","Pacific","Western"
"spac.1969.ET.35S.joa","S1969ETH.TXT",1969,"A section of 27 stations along 35S, 174.696 degrees East to 159.951 degrees West. All have temperature, salinity. None have oxygen, phosphate, silicate, nitrate. There are at least 11 full depth casts. ","Eltanin","ET","31ET","Pacific","Central"
"spac.1969.ET.35S.joa","S1969ETH.TXT",1969,"A section of 27 stations along 35S, 174.696 degrees East to 159.951 degrees West. All have temperature, salinity. None have oxygen, phosphate, silicate, nitrate. There are at least 11 full depth casts. ","Eltanin","ET","31ET","Pacific","Western"
"spac.1969.ET.39S.joa","S1969ETI.TXT",1969,"A section of 6 stations along 39S, 178.468 degrees East to 178.768 degrees West. All have temperature, salinity. None have oxygen, phosphate, silicate, nitrate. There is at least 1 full depth cast. ","Eltanin","ET","31ET","Pacific","Western"
"spac.1969.HH.155E.joa","S1969HHA.TXT",1969,"A section of 9 stations from 63.063 degrees South to 41.03 degrees South, along 155E. All have temperature, salinity, oxygen, phosphate, silicate. Most have nitrate. There are at least 5 full depth casts. ","Hakuho-Maru","HH","49HH","Pacific","Western"
"spac.1969.HH.155E.joa","S1969HHA.TXT",1969,"A section of 9 stations from 63.063 degrees South to 41.03 degrees South, along 155E. All have temperature, salinity, oxygen, phosphate, silicate. Most have nitrate. There are at least 5 full depth casts. ","Hakuho-Maru","HH","49HH","Pacific","Southern"
"spac.1969.TT.AW.joa","S1969TTA.TXT",1969,"A section of 10 stations from 14.433 degrees South to 1.933 degrees South, along AW. All have temperature, salinity, phosphate, silicate. Most have oxygen. None have nitrate. There are at least 3 full depth casts. ","Thomas G. Thompson KGWT 1963-1991","TT","31TT","Pacific","Eastern"
"spac.1969.TT.BW.joa","S1969TTB.TXT",1969,"A section of 11 stations from 15.066 degrees South to 15.016 degrees South, along BW. All have temperature, salinity, oxygen. Most have phosphate, silicate. None have nitrate. There are at least 9 full depth casts. ","Thomas G. Thompson KGWT 1963-1991","TT","31TT","Pacific","Eastern"
"spac.1969.TT.CW.joa","S1969TTC.TXT",1969,"A section of 10 stations from 15.795 degrees South to 15.016 degrees South, along CW. All have temperature, salinity, oxygen, phosphate, silicate. None have nitrate. There are at least 4 full depth casts. ","Thomas G. Thompson KGWT 1963-1991","TT","31TT","Pacific","Eastern"
"spac.1969.WT.107W.joa","S1969WTA.TXT",1969,"A section of 15 stations from 23.7 degrees South to 7.916 degrees South, along 107W. All have temperature. Most have salinity, oxygen, phosphate, silicate, nitrate. There is at least 1 full depth cast. ","T. Washington","WT","31WT","Pacific","Eastern"
"spac.1969.WT.110W.joa","S1969WTB.TXT",1969,"A section of 7 stations from 25.25 degrees South to 10.386 degrees South, along 110W. All have temperature, salinity, oxygen, phosphate, silicate, nitrate. There is at least 1 full depth cast. ","T. Washington","WT","31WT","Pacific","Central"
"spac.1969.WT.15S.joa","S1969WTC.TXT",1969,"A section of 4 stations along 15S, 96.566 degrees West to 79.116 degrees West. All have temperature, salinity, oxygen, phosphate, silicate, nitrate. ","T. Washington","WT","31WT","Pacific","Eastern"
"spac.1969.WT.48S.joa","S1969WTD.TXT",1969,"A section of 9 stations along 48S, 91.333 degrees West to 75.7 degrees West. All have temperature, salinity, oxygen. Most have phosphate, silicate, nitrate. There are at least 8 full depth casts. ","T. Washington","WT","31WT","Pacific","Eastern"
"spac.1969.WT.54-51S.joa","S1969WTE.TXT",1969,"A section of 8 stations from 54.416 degrees South to 50.858 degrees South, 90.075 degrees West to 76.133 degrees West. All have temperature, salinity, oxygen, phosphate, silicate, nitrate. There are at least 3 full depth casts. ","T. Washington","WT","31WT","Pacific","Eastern"
"spac.1969.WT.54-51S.joa","S1969WTE.TXT",1969,"A section of 8 stations from 54.416 degrees South to 50.858 degrees South, 90.075 degrees West to 76.133 degrees West. All have temperature, salinity, oxygen, phosphate, silicate, nitrate. There are at least 3 full depth casts. ","T. Washington","WT","31WT","Pacific","Southern"
